tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.30409),tensor(6.88262),tensor(-6.40657),"tensor(7.63463, dtype=torch.float64)"
tensor(3.38863),tensor(7.83627),tensor(-6.41827),"tensor(8.53756, dtype=torch.float64)"
tensor(3.13443),tensor(8.69431),tensor(-6.42879),"tensor(9.24206, dtype=torch.float64)"
tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.38863),tensor(7.83627),tensor(-6.41827),"tensor(8.53756, dtype=torch.float64)"
tensor(3.52257),tensor(6.11292),tensor(-6.39602),"tensor(7.05523, dtype=torch.float64)"
tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.52257),tensor(6.11292),tensor(-6.39602),"tensor(7.05523, dtype=torch.float64)"
tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.38863),tensor(7.83627),tensor(-6.41827),"tensor(8.53756, dtype=torch.float64)"
tensor(3.30409),tensor(6.88262),tensor(-6.40657),"tensor(7.63463, dtype=torch.float64)"
tensor(3.49446),tensor(9.86938),tensor(-6.44314),"tensor(10.46977, dtype=torch.float64)"
tensor(3.62389),tensor(7.04237),tensor(-6.40740),"tensor(7.92007, dtype=torch.float64)"
tensor(3.52257),tensor(6.11292),tensor(-6.39602),"tensor(7.05523, dtype=torch.float64)"
tensor(2.57698),tensor(5.50090),tensor(-6.39641),"tensor(6.07460, dtype=torch.float64)"
tensor(2.58063),tensor(4.60581),tensor(-6.34495),"tensor(5.27950, dtype=torch.float64)"
tensor(2.40846),tensor(2.21130),tensor(-6.32190),"tensor(3.26964, dtype=torch.float64)"
tensor(1.91469),tensor(4.49938),tensor(-6.40691),"tensor(4.88983, dtype=torch.float64)"
tensor(-31.93224),tensor(21.99744),tensor(-6.79800),"tensor(38.77570, dtype=torch.float64)"
tensor(2.05225),tensor(2.47343),tensor(-6.37117),"tensor(3.21397, dtype=torch.float64)"
tensor(-0.55083),tensor(3.49657),tensor(-6.41482),"tensor(3.53969, dtype=torch.float64)"
tensor(2.77020),tensor(1.83685),tensor(-6.35518),"tensor(3.32386, dtype=torch.float64)"
tensor(1.62427),tensor(2.45763),tensor(-6.36099),"tensor(2.94588, dtype=torch.float64)"
tensor(2.18393),tensor(3.46301),tensor(-6.32744),"tensor(4.09414, dtype=torch.float64)"
tensor(0.04364),tensor(4.68844),tensor(-6.37882),"tensor(4.68864, dtype=torch.float64)"
tensor(1.10236),tensor(3.62368),tensor(-6.35751),"tensor(3.78764, dtype=torch.float64)"
tensor(2.24004),tensor(6.78506),tensor(-6.21682),"tensor(7.14527, dtype=torch.float64)"
tensor(2.77292),tensor(4.39326),tensor(-6.19132),"tensor(5.19517, dtype=torch.float64)"
tensor(1.50078),tensor(5.55307),tensor(-6.27167),"tensor(5.75230, dtype=torch.float64)"
tensor(1.59163),tensor(5.21250),tensor(-6.26844),"tensor(5.45009, dtype=torch.float64)"
tensor(0.61749),tensor(4.99070),tensor(-6.26863),"tensor(5.02876, dtype=torch.float64)"
tensor(1.33551),tensor(4.11564),tensor(-6.31207),"tensor(4.32690, dtype=torch.float64)"
tensor(1.91893),tensor(3.60397),tensor(-6.29667),"tensor(4.08300, dtype=torch.float64)"
tensor(1.86500),tensor(2.69258),tensor(-0.02342),"tensor(3.27539, dtype=torch.float64)"
tensor(0.75979),tensor(2.01569),tensor(-0.00901),"tensor(2.15414, dtype=torch.float64)"
tensor(1.15197),tensor(3.56611),tensor(0.02936),"tensor(3.74755, dtype=torch.float64)"
tensor(1.10371),tensor(3.80338),tensor(0.02124),"tensor(3.96029, dtype=torch.float64)"
tensor(0.97566),tensor(3.88758),tensor(0.01959),"tensor(4.00814, dtype=torch.float64)"
tensor(1.10371),tensor(3.80338),tensor(0.02124),"tensor(3.96029, dtype=torch.float64)"
tensor(0.96714),tensor(3.67470),tensor(0.02404),"tensor(3.79984, dtype=torch.float64)"
tensor(0.96714),tensor(3.67470),tensor(0.02404),"tensor(3.79984, dtype=torch.float64)"
tensor(1.11170),tensor(4.01774),tensor(0.01677),"tensor(4.16871, dtype=torch.float64)"
tensor(1.24071),tensor(3.93391),tensor(0.01841),"tensor(4.12493, dtype=torch.float64)"
tensor(1.24814),tensor(4.14978),tensor(0.01392),"tensor(4.33342, dtype=torch.float64)"
tensor(1.11170),tensor(4.01774),tensor(0.01677),"tensor(4.16871, dtype=torch.float64)"
tensor(1.10371),tensor(3.80338),tensor(0.02124),"tensor(3.96029, dtype=torch.float64)"
tensor(1.10371),tensor(3.80338),tensor(0.02124),"tensor(3.96029, dtype=torch.float64)"
tensor(1.11170),tensor(4.01774),tensor(0.01677),"tensor(4.16871, dtype=torch.float64)"
tensor(1.24814),tensor(4.14978),tensor(0.01392),"tensor(4.33342, dtype=torch.float64)"
tensor(1.71516),tensor(4.39059),tensor(0.03317),"tensor(4.71371, dtype=torch.float64)"
tensor(-0.54410),tensor(-2.92131),tensor(0.18329),"tensor(2.97155, dtype=torch.float64)"
tensor(1.62877),tensor(-1.85575),tensor(0.14930),"tensor(2.46915, dtype=torch.float64)"
tensor(1.67264),tensor(-2.16975),tensor(0.15126),"tensor(2.73962, dtype=torch.float64)"
tensor(0.73593),tensor(-2.89877),tensor(0.16575),"tensor(2.99073, dtype=torch.float64)"
tensor(0.73593),tensor(-2.89877),tensor(0.16575),"tensor(2.99073, dtype=torch.float64)"
tensor(11.94494),tensor(21.73787),tensor(-0.16697),"tensor(24.80356, dtype=torch.float64)"
tensor(9.71774),tensor(1.31029),tensor(0.00298),"tensor(9.80567, dtype=torch.float64)"
tensor(12.19764),tensor(5.09450),tensor(-0.09132),"tensor(13.21879, dtype=torch.float64)"
tensor(11.10829),tensor(3.47826),tensor(-0.05278),"tensor(11.64012, dtype=torch.float64)"
tensor(7.13759),tensor(1.23778),tensor(-0.00950),"tensor(7.24412, dtype=torch.float64)"
tensor(5.19878),tensor(0.84776),tensor(0.00458),"tensor(5.26745, dtype=torch.float64)"
tensor(1.05021),tensor(0.81304),tensor(0.02751),"tensor(1.32815, dtype=torch.float64)"
tensor(1.19962),tensor(1.17509),tensor(0.02369),"tensor(1.67926, dtype=torch.float64)"
tensor(2.98682),tensor(1.12000),tensor(0.00142),"tensor(3.18990, dtype=torch.float64)"
tensor(4.59727),tensor(0.70204),tensor(-0.03082),"tensor(4.65056, dtype=torch.float64)"
tensor(5.85875),tensor(1.05052),tensor(-0.05190),"tensor(5.95219, dtype=torch.float64)"
tensor(5.29927),tensor(0.80210),tensor(-0.04194),"tensor(5.35963, dtype=torch.float64)"
tensor(6.42828),tensor(1.31032),tensor(-0.06209),"tensor(6.56047, dtype=torch.float64)"
tensor(4.97928),tensor(1.12092),tensor(-0.05063),"tensor(5.10389, dtype=torch.float64)"
tensor(3.02396),tensor(0.55021),tensor(-0.01806),"tensor(3.07361, dtype=torch.float64)"
tensor(5.23373),tensor(-0.12189),tensor(-0.09325),"tensor(5.23515, dtype=torch.float64)"
tensor(-3.48578),tensor(-5.09068),tensor(0.01029),"tensor(6.16974, dtype=torch.float64)"
tensor(-5.93711),tensor(-6.99069),tensor(0.01471),"tensor(9.17164, dtype=torch.float64)"
tensor(2.42789),tensor(5.37275),tensor(-0.15207),"tensor(5.89586, dtype=torch.float64)"
tensor(2.53616),tensor(6.01263),tensor(-0.16511),"tensor(6.52562, dtype=torch.float64)"
tensor(2.37102),tensor(6.02870),tensor(-0.16367),"tensor(6.47819, dtype=torch.float64)"
tensor(2.03632),tensor(5.48934),tensor(-0.15330),"tensor(5.85487, dtype=torch.float64)"
tensor(3.40441),tensor(8.46683),tensor(-0.20500),"tensor(9.12563, dtype=torch.float64)"
tensor(0.27847),tensor(-4.64023),tensor(0.11489),"tensor(4.64858, dtype=torch.float64)"
tensor(0.27940),tensor(-3.00321),tensor(0.13749),"tensor(3.01618, dtype=torch.float64)"
tensor(-0.20727),tensor(-2.97983),tensor(0.14399),"tensor(2.98703, dtype=torch.float64)"
tensor(0.20523),tensor(-2.82055),tensor(0.13633),"tensor(2.82801, dtype=torch.float64)"
tensor(-0.18018),tensor(-3.18949),tensor(0.14483),"tensor(3.19458, dtype=torch.float64)"
tensor(-1.49603),tensor(-4.46037),tensor(0.13371),"tensor(4.70457, dtype=torch.float64)"
tensor(-8.46157),tensor(-8.82378),tensor(0.11458),"tensor(12.22527, dtype=torch.float64)"
tensor(4.58143),tensor(16.88927),tensor(-0.34220),"tensor(17.49962, dtype=torch.float64)"
tensor(1.78794),tensor(5.55193),tensor(-0.14290),"tensor(5.83273, dtype=torch.float64)"
tensor(1.65929),tensor(7.60526),tensor(-0.18618),"tensor(7.78417, dtype=torch.float64)"
tensor(1.32220),tensor(6.19805),tensor(-0.16045),"tensor(6.33751, dtype=torch.float64)"
tensor(1.51257),tensor(5.62527),tensor(-0.18336),"tensor(5.82508, dtype=torch.float64)"
tensor(0.27437),tensor(0.94423),tensor(-0.16653),"tensor(0.98328, dtype=torch.float64)"
tensor(0.91438),tensor(1.85304),tensor(-6.37297),"tensor(2.06636, dtype=torch.float64)"
tensor(0.93898),tensor(2.55691),tensor(-6.36830),"tensor(2.72387, dtype=torch.float64)"
tensor(1.14654),tensor(1.58950),tensor(-6.33921),"tensor(1.95986, dtype=torch.float64)"
tensor(1.29568),tensor(0.77236),tensor(-6.32667),"tensor(1.50842, dtype=torch.float64)"
tensor(1.25822),tensor(0.90366),tensor(-6.32245),"tensor(1.54910, dtype=torch.float64)"
tensor(0.63303),tensor(0.53068),tensor(-6.32544),"tensor(0.82604, dtype=torch.float64)"
tensor(1.93572),tensor(-1.80767),tensor(-6.30298),"tensor(2.64853, dtype=torch.float64)"
-4.268208580780467,4.101437740182789,-6.4583919370875815,5.91940841855364
-4.419943228239944,4.60968013102007,-6.456567713880918,6.3863173309181365
tensor(-1.67064),tensor(3.60319),tensor(-6.41033),"tensor(3.97165, dtype=torch.float64)"
tensor(-0.28821),tensor(3.17715),tensor(-6.38627),"tensor(3.19019, dtype=torch.float64)"
tensor(-3.45811),tensor(4.12497),tensor(-6.44021),"tensor(5.38274, dtype=torch.float64)"
tensor(-6.01540),tensor(4.32198),tensor(-6.46778),"tensor(7.40706, dtype=torch.float64)"
tensor(18.64699),tensor(-3.48124),tensor(-6.08067),"tensor(18.96916, dtype=torch.float64)"
tensor(24.55815),tensor(-6.34030),tensor(-6.08545),"tensor(25.36340, dtype=torch.float64)"
tensor(21.35223),tensor(-3.43232),tensor(-6.12479),"tensor(21.62634, dtype=torch.float64)"
tensor(21.34705),tensor(-3.39071),tensor(-6.12626),"tensor(21.61466, dtype=torch.float64)"
tensor(21.21212),tensor(-3.56340),tensor(-6.12629),"tensor(21.50934, dtype=torch.float64)"
tensor(21.35223),tensor(-3.43232),tensor(-6.12479),"tensor(21.62634, dtype=torch.float64)"
tensor(21.90411),tensor(-3.82639),tensor(-6.11500),"tensor(22.23581, dtype=torch.float64)"
tensor(20.11504),tensor(-3.92835),tensor(-6.05458),"tensor(20.49505, dtype=torch.float64)"
tensor(8.29021),tensor(-4.14774),tensor(-6.08621),"tensor(9.26991, dtype=torch.float64)"
-11.680085984640755,7.2124665726003485,-6.488337485447493,13.727493677633904
-11.597755042764348,6.93389907018036,-6.488337485447493,13.512471215414815
-11.597755042764348,6.93389907018036,-6.488337485447493,13.512471215414815
-11.597755042764348,6.93389907018036,-6.488337485447493,13.512471215414815
-11.597755042764348,6.93389907018036,-6.488337485447493,13.512471215414815
tensor(4.90862),tensor(-6.79082),tensor(-6.01039),"tensor(8.37912, dtype=torch.float64)"
tensor(2.66355),tensor(-1.41065),tensor(-6.21244),"tensor(3.01404, dtype=torch.float64)"
tensor(4.28910),tensor(-4.14164),tensor(-6.17731),"tensor(5.96235, dtype=torch.float64)"
tensor(4.46944),tensor(-4.88486),tensor(-6.17975),"tensor(6.62101, dtype=torch.float64)"
tensor(1.28922),tensor(-7.01385),tensor(-5.93783),"tensor(7.13136, dtype=torch.float64)"
tensor(3.21201),tensor(-4.07643),tensor(0.08479),"tensor(5.18982, dtype=torch.float64)"
tensor(2.68419),tensor(-2.08604),tensor(0.03559),"tensor(3.39948, dtype=torch.float64)"
tensor(1.59757),tensor(-4.78535),tensor(0.05320),"tensor(5.04498, dtype=torch.float64)"
tensor(1.71566),tensor(-4.91272),tensor(0.05058),"tensor(5.20368, dtype=torch.float64)"
tensor(1.95100),tensor(-4.50170),tensor(0.04305),"tensor(4.90630, dtype=torch.float64)"
tensor(2.44296),tensor(-4.30080),tensor(0.03558),"tensor(4.94620, dtype=torch.float64)"
tensor(2.37557),tensor(-3.35317),tensor(0.02458),"tensor(4.10939, dtype=torch.float64)"
tensor(2.57439),tensor(-3.46432),tensor(0.03508),"tensor(4.31613, dtype=torch.float64)"
tensor(1.19693),tensor(-4.21255),tensor(0.07204),"tensor(4.37930, dtype=torch.float64)"
-7.791704167784218,-3.079787049503338,0.23584082521519334,8.378289927458612
tensor(2.45847),tensor(-1.89640),tensor(0.03483),"tensor(3.10490, dtype=torch.float64)"
tensor(2.25463),tensor(-2.04678),tensor(0.03945),"tensor(3.04510, dtype=torch.float64)"
tensor(2.36329),tensor(-2.19738),tensor(0.03946),"tensor(3.22701, dtype=torch.float64)"
tensor(2.25463),tensor(-2.04678),tensor(0.03945),"tensor(3.04510, dtype=torch.float64)"
tensor(2.05418),tensor(-2.65321),tensor(0.04884),"tensor(3.35546, dtype=torch.float64)"
tensor(2.45847),tensor(-1.89640),tensor(0.03483),"tensor(3.10490, dtype=torch.float64)"
tensor(-1.53850),tensor(-2.35085),tensor(0.10189),"tensor(2.80953, dtype=torch.float64)"
tensor(3.07317),tensor(-1.55099),tensor(-0.00070),"tensor(3.44237, dtype=torch.float64)"
tensor(2.67490),tensor(-2.30467),tensor(0.00309),"tensor(3.53081, dtype=torch.float64)"
tensor(3.13470),tensor(-1.39020),tensor(-0.01227),"tensor(3.42914, dtype=torch.float64)"
tensor(-0.59649),tensor(-7.49014),tensor(-0.06654),"tensor(7.51386, dtype=torch.float64)"
tensor(1.05692),tensor(-5.05617),tensor(0.01220),"tensor(5.16545, dtype=torch.float64)"
tensor(-0.28955),tensor(-7.55051),tensor(-0.00682),"tensor(7.55606, dtype=torch.float64)"
tensor(-0.50098),tensor(-6.57361),tensor(-0.01508),"tensor(6.59267, dtype=torch.float64)"
tensor(-3.91285),tensor(-8.68099),tensor(0.04762),"tensor(9.52208, dtype=torch.float64)"
tensor(-4.32606),tensor(-9.91361),tensor(0.07043),"tensor(10.81640, dtype=torch.float64)"
tensor(-3.52672),tensor(-9.36076),tensor(0.05859),"tensor(10.00308, dtype=torch.float64)"
tensor(-4.32606),tensor(-9.91361),tensor(0.07043),"tensor(10.81640, dtype=torch.float64)"
tensor(-2.98237),tensor(-4.31264),tensor(-0.06023),"tensor(5.24342, dtype=torch.float64)"
tensor(0.79681),tensor(0.65445),tensor(-0.13853),"tensor(1.03112, dtype=torch.float64)"
tensor(-0.03438),tensor(0.05067),tensor(-6.34264),"tensor(0.06123, dtype=torch.float64)"
tensor(0.29590),tensor(3.20352),tensor(-6.42163),"tensor(3.21716, dtype=torch.float64)"
tensor(0.71716),tensor(1.73495),tensor(-6.39533),"tensor(1.87733, dtype=torch.float64)"
tensor(0.62526),tensor(3.41228),tensor(-6.42373),"tensor(3.46910, dtype=torch.float64)"
